REPORT_DATE,NEIGHBOURHOOD_158,INJURIES,DEATH
2014-01-31,Malvern East (146),0,0
2019-06-08,Malvern East (146),0,0
2017-02-10,Mount Olive-Silverstone-Jamestown (2),0,0
2007-04-07,Mount Olive-Silverstone-Jamestown (2),1,0
2022-07-27,Glenfield-Jane Heights (25),1,0
2014-01-08,Englemount-Lawrence (32),3,1
2020-02-04,Malvern East (146),1,0
2005-02-01,Englemount-Lawrence (32),1,0
2015-10-22,Mount Olive-Silverstone-Jamestown (2),0,0
2014-06-28,Mount Olive-Silverstone-Jamestown (2),2,0
2018-12-05,Glenfield-Jane Heights (25),1,0
2006-09-25,York University Heights (27),1,0
2022-11-05,Regent Park (72),0,0
2007-07-12,Regent Park (72),2,0
2014-05-25,West Humber-Clairville (1),1,1
2008-06-28,Humber Summit (21),1,0
2008-05-30,Yorkdale-Glen Park (31),1,0
2017-06-05,York University Heights (27),1,0
2018-05-23,Regent Park (72),1,0
2023-08-11,York University Heights (27),1,1
2012-08-19,Regent Park (72),0,0
2021-12-15,Mount Olive-Silverstone-Jamestown (2),2,0
2006-06-23,Englemount-Lawrence (32),0,0
2023-11-28,Glenfield-Jane Heights (25),0,0
2021-07-03,Black Creek (24),1,0
2015-07-21,York University Heights (27),1,0
2005-05-04,West Humber-Clairville (1),0,0
2005-04-26,Humber Summit (21),2,0
2023-07-17,Black Creek (24),1,0
2010-10-25,West Humber-Clairville (1),0,0
2015-08-31,Mount Olive-Silverstone-Jamestown (2),0,0
2004-12-27,Malvern East (146),1,0
2005-12-06,Englemount-Lawrence (32),0,0
2007-07-23,Malvern East (146),1,1
2005-09-05,Humber Summit (21),1,0
2020-04-16,Black Creek (24),2,0
2007-10-11,Mount Olive-Silverstone-Jamestown (2),0,0
2015-10-17,Yorkdale-Glen Park (31),0,0
2017-04-03,York University Heights (27),0,0
2017-11-23,Black Creek (24),1,0
2014-08-15,Black Creek (24),0,0
2023-12-11,Glenfield-Jane Heights (25),1,0
2018-09-05,Malvern East (146),2,0
2018-10-05,Humber Summit (21),0,0
2012-12-06,Glenfield-Jane Heights (25),4,0
2021-07-11,Yorkdale-Glen Park (31),4,0
2005-06-11,Englemount-Lawrence (32),0,1
2006-02-26,Glenfield-Jane Heights (25),1,0
2010-04-04,Mount Olive-Silverstone-Jamestown (2),1,0
2023-10-20,Regent Park (72),2,0
2013-07-04,Mount Olive-Silverstone-Jamestown (2),3,0
2005-01-04,Yorkdale-Glen Park (31),1,0
2006-02-15,Black Creek (24),0,0
2020-01-20,Mount Olive-Silverstone-Jamestown (2),2,0
2018-08-26,Malvern East (146),0,1
2016-11-09,Regent Park (72),3,0
2007-05-10,Black Creek (24),2,0
2012-05-15,Malvern East (146),1,0
2007-01-18,West Humber-Clairville (1),0,0
2007-12-26,Black Creek (24),2,0
2019-05-31,Mount Olive-Silverstone-Jamestown (2),1,0
2014-08-07,York University Heights (27),2,0
2023-09-04,Regent Park (72),0,0
2013-09-29,Malvern East (146),2,0
2012-01-22,York University Heights (27),0,0
2019-12-22,Englemount-Lawrence (32),5,0
2004-03-19,York University Heights (27),1,0
2006-06-21,Malvern East (146),1,0
2007-10-03,Black Creek (24),1,0
2020-08-19,Englemount-Lawrence (32),1,1
2013-05-02,Yorkdale-Glen Park (31),4,0
2023-01-23,Englemount-Lawrence (32),1,0
2014-02-25,Glenfield-Jane Heights (25),0,1
2008-08-08,Humber Summit (21),2,0
2005-06-20,Humber Summit (21),2,0
2004-01-18,York University Heights (27),2,1
2017-12-06,Regent Park (72),0,0
2016-03-24,Englemount-Lawrence (32),1,0
2008-07-20,York University Heights (27),1,0
2013-09-19,Black Creek (24),1,0
2011-05-15,Regent Park (72),0,0
2014-11-21,Regent Park (72),2,0
2015-12-19,Mount Olive-Silverstone-Jamestown (2),1,0
2014-12-19,Humber Summit (21),0,0
2015-08-30,Yorkdale-Glen Park (31),2,0
2019-09-26,York University Heights (27),2,0
2012-05-13,Black Creek (24),1,1
2008-05-25,Englemount-Lawrence (32),0,0
2020-11-28,Mount Olive-Silverstone-Jamestown (2),0,0
2020-01-28,Mount Olive-Silverstone-Jamestown (2),1,0
2012-11-07,Humber Summit (21),3,0
2009-07-16,York University Heights (27),3,0
2004-09-25,Malvern East (146),1,0
2021-02-02,West Humber-Clairville (1),1,0
2023-12-06,Englemount-Lawrence (32),1,0
2014-02-09,Black Creek (24),0,0
2004-02-01,Englemount-Lawrence (32),1,0
2013-02-21,Yorkdale-Glen Park (31),0,0
2012-05-02,Black Creek (24),1,0
2006-02-10,Yorkdale-Glen Park (31),1,0
2017-03-17,Black Creek (24),1,0
2015-11-14,Black Creek (24),0,0
2020-09-19,Humber Summit (21),0,0
2018-11-09,Regent Park (72),1,0
2007-09-17,Englemount-Lawrence (32),2,0
2007-07-01,Regent Park (72),1,0
2005-01-02,Yorkdale-Glen Park (31),2,0
2005-01-06,Englemount-Lawrence (32),1,0
2014-09-25,Regent Park (72),1,0
2023-09-01,York University Heights (27),1,0
2010-12-07,Mount Olive-Silverstone-Jamestown (2),2,0
2008-11-28,Mount Olive-Silverstone-Jamestown (2),1,0
2009-02-05,Regent Park (72),0,0
2018-11-22,York University Heights (27),0,0
2016-09-12,Regent Park (72),2,0
2006-12-18,Regent Park (72),0,0
2017-02-02,Humber Summit (21),1,0
2012-03-21,Yorkdale-Glen Park (31),0,0
2006-01-30,West Humber-Clairville (1),1,0
2013-07-02,Malvern East (146),0,0
2018-05-30,West Humber-Clairville (1),0,0
2015-10-27,Regent Park (72),0,0
2016-01-08,Malvern East (146),0,0
2005-09-27,Mount Olive-Silverstone-Jamestown (2),0,0
2016-11-20,Englemount-Lawrence (32),0,0
2016-10-25,Glenfield-Jane Heights (25),0,0
2012-06-08,Yorkdale-Glen Park (31),2,0
2010-12-27,Mount Olive-Silverstone-Jamestown (2),1,0
2014-12-27,York University Heights (27),2,0
2017-03-21,Mount Olive-Silverstone-Jamestown (2),1,0
2008-06-23,Glenfield-Jane Heights (25),3,0
2021-08-18,Yorkdale-Glen Park (31),2,0
2004-11-26,Glenfield-Jane Heights (25),1,0
2014-07-12,Mount Olive-Silverstone-Jamestown (2),0,0
2018-05-26,Yorkdale-Glen Park (31),0,1
2010-06-16,Mount Olive-Silverstone-Jamestown (2),2,0
2008-04-13,Black Creek (24),3,0
2011-09-17,Humber Summit (21),0,0
2007-05-03,Black Creek (24),0,0
2023-06-19,Black Creek (24),1,1
2011-09-08,York University Heights (27),1,0
2011-08-11,Englemount-Lawrence (32),0,1
2018-01-08,Malvern East (146),1,1
2008-10-01,West Humber-Clairville (1),0,0
2006-01-04,Regent Park (72),0,0
2009-07-10,Englemount-Lawrence (32),2,0
2023-07-29,Glenfield-Jane Heights (25),0,0
2019-11-29,Yorkdale-Glen Park (31),2,0
2009-01-14,West Humber-Clairville (1),1,0
2022-09-02,Malvern East (146),1,0
2007-06-25,Humber Summit (21),3,0
2005-08-05,West Humber-Clairville (1),1,0
2009-11-07,Humber Summit (21),0,1
2019-12-08,Humber Summit (21),0,0
2016-08-06,Mount Olive-Silverstone-Jamestown (2),0,0
2008-09-09,Yorkdale-Glen Park (31),1,0
2012-01-11,West Humber-Clairville (1),0,0
2010-04-08,Malvern East (146),0,0
2012-12-27,Glenfield-Jane Heights (25),3,0
2004-09-28,Englemount-Lawrence (32),0,1
2016-04-30,Englemount-Lawrence (32),0,0
2020-06-21,Glenfield-Jane Heights (25),3,0
2010-09-03,West Humber-Clairville (1),0,0
2012-12-15,Regent Park (72),2,0
2005-12-07,Black Creek (24),0,0
2020-04-23,Humber Summit (21),4,0
2015-07-20,Black Creek (24),0,0
2015-03-09,Malvern East (146),2,0
2019-10-24,Glenfield-Jane Heights (25),0,0
2009-09-12,Mount Olive-Silverstone-Jamestown (2),1,0
2013-02-23,Black Creek (24),1,0
2018-03-06,Regent Park (72),1,0
2008-09-29,Englemount-Lawrence (32),1,0
2020-03-07,York University Heights (27),1,0
2023-07-04,York University Heights (27),1,0
2009-12-16,Yorkdale-Glen Park (31),2,0
2011-08-05,Glenfield-Jane Heights (25),0,1
2008-05-22,Black Creek (24),1,0
2009-04-30,Regent Park (72),2,0
2019-07-15,Regent Park (72),3,0
2020-10-09,Malvern East (146),0,0
2011-12-19,Mount Olive-Silverstone-Jamestown (2),0,0
2011-02-02,Mount Olive-Silverstone-Jamestown (2),2,0
2017-09-20,Humber Summit (21),1,0
2023-09-05,York University Heights (27),1,0
2021-09-11,Malvern East (146),1,0
2012-05-30,Black Creek (24),0,0
2017-07-08,Black Creek (24),1,0
2019-05-13,Humber Summit (21),1,0
2008-09-16,Regent Park (72),3,0
2011-12-03,Mount Olive-Silverstone-Jamestown (2),0,0
2018-11-23,Englemount-Lawrence (32),0,0
2013-01-26,York University Heights (27),0,0
2007-12-17,Yorkdale-Glen Park (31),1,0
2008-08-01,Englemount-Lawrence (32),1,0
2017-12-27,Humber Summit (21),0,0
2021-12-23,York University Heights (27),0,0
2007-08-01,West Humber-Clairville (1),0,0
2012-03-08,West Humber-Clairville (1),1,0
2018-08-13,Yorkdale-Glen Park (31),2,0
2006-01-23,Humber Summit (21),1,0
2015-05-27,Malvern East (146),0,0
2010-03-11,Regent Park (72),1,0
2012-03-20,Glenfield-Jane Heights (25),1,0
2007-04-12,Yorkdale-Glen Park (31),0,0
2006-03-22,Regent Park (72),0,0
2011-02-12,Glenfield-Jane Heights (25),2,1
2018-06-15,Yorkdale-Glen Park (31),0,1
2005-08-05,Mount Olive-Silverstone-Jamestown (2),0,0
2010-03-11,Mount Olive-Silverstone-Jamestown (2),0,0
2018-12-28,Black Creek (24),0,0
2014-12-15,Englemount-Lawrence (32),1,0
2009-08-10,Englemount-Lawrence (32),0,1
2022-11-06,Yorkdale-Glen Park (31),1,0
2008-12-07,Humber Summit (21),3,0
2018-06-23,West Humber-Clairville (1),0,0
2018-02-23,Englemount-Lawrence (32),1,1
2020-07-03,Regent Park (72),0,0
2008-04-01,Black Creek (24),1,0
2020-06-02,Glenfield-Jane Heights (25),0,0
2009-12-26,Englemount-Lawrence (32),1,0
2015-11-15,Yorkdale-Glen Park (31),0,0
2013-12-20,Yorkdale-Glen Park (31),1,0
2008-10-03,Humber Summit (21),0,0
2009-01-15,Regent Park (72),2,0
2007-03-11,Englemount-Lawrence (32),1,0
2014-07-18,York University Heights (27),2,0
2004-08-11,Regent Park (72),0,0
2004-09-12,Black Creek (24),2,0
2004-05-11,Glenfield-Jane Heights (25),0,0
2016-01-28,Mount Olive-Silverstone-Jamestown (2),0,1
2005-09-27,Glenfield-Jane Heights (25),2,0
2020-12-08,Mount Olive-Silverstone-Jamestown (2),1,0
2009-09-05,Malvern East (146),0,0
2007-06-05,Black Creek (24),1,1
2006-01-14,Yorkdale-Glen Park (31),0,0
2011-11-05,Englemount-Lawrence (32),2,0
2018-09-04,Glenfield-Jane Heights (25),1,0
2020-04-29,Glenfield-Jane Heights (25),1,0
2018-09-28,Regent Park (72),0,0
2007-11-24,Glenfield-Jane Heights (25),2,0
2011-05-09,West Humber-Clairville (1),1,0
2017-05-23,Malvern East (146),0,0
2014-10-06,Englemount-Lawrence (32),1,1
2010-08-24,Yorkdale-Glen Park (31),0,0
2009-10-25,Mount Olive-Silverstone-Jamestown (2),2,0
2017-11-10,Black Creek (24),2,0
2013-10-26,Regent Park (72),2,0
2022-02-09,Englemount-Lawrence (32),0,0
2023-08-11,Yorkdale-Glen Park (31),0,1
2008-03-27,West Humber-Clairville (1),1,1
2021-10-05,West Humber-Clairville (1),1,0
2008-12-16,Black Creek (24),2,0
2014-11-27,Glenfield-Jane Heights (25),0,0
2012-07-01,Glenfield-Jane Heights (25),0,0
2022-10-01,York University Heights (27),2,0
2020-02-06,Glenfield-Jane Heights (25),1,0
2008-09-11,York University Heights (27),3,0
2017-09-16,Regent Park (72),0,0
2011-10-21,Regent Park (72),2,0
2017-05-10,Mount Olive-Silverstone-Jamestown (2),1,0
2008-10-18,York University Heights (27),1,0
2011-09-13,West Humber-Clairville (1),1,0
2008-04-01,Englemount-Lawrence (32),1,0
2014-07-28,York University Heights (27),1,0
2013-01-13,Englemount-Lawrence (32),1,0
2006-07-14,Regent Park (72),0,0
2014-04-10,Englemount-Lawrence (32),2,0
2004-12-27,York University Heights (27),1,0
2005-06-08,West Humber-Clairville (1),0,0
2013-12-19,Mount Olive-Silverstone-Jamestown (2),0,0
2019-09-11,Englemount-Lawrence (32),0,0
2013-02-10,Glenfield-Jane Heights (25),0,0
2022-09-18,Mount Olive-Silverstone-Jamestown (2),1,0
2014-05-15,Black Creek (24),2,0
2013-01-28,Yorkdale-Glen Park (31),0,0
2004-10-13,Humber Summit (21),0,0
2008-11-07,York University Heights (27),1,0
2015-01-14,Malvern East (146),1,0
2012-04-25,Black Creek (24),2,0
2012-07-10,Yorkdale-Glen Park (31),1,0
2011-05-14,West Humber-Clairville (1),3,0
2004-04-18,Regent Park (72),1,0
2017-07-11,Yorkdale-Glen Park (31),0,0
2017-03-07,Humber Summit (21),2,1
2007-07-09,West Humber-Clairville (1),0,0
2015-09-28,York University Heights (27),1,0
2009-10-22,Humber Summit (21),0,0
2012-11-28,West Humber-Clairville (1),1,0
2023-03-27,Glenfield-Jane Heights (25),3,0
2014-03-25,Englemount-Lawrence (32),0,0
2020-12-08,Yorkdale-Glen Park (31),1,0
2019-06-22,Yorkdale-Glen Park (31),0,0
2019-04-17,West Humber-Clairville (1),1,0
2007-03-12,Yorkdale-Glen Park (31),0,0
2016-07-05,Black Creek (24),0,0
2005-07-04,Yorkdale-Glen Park (31),1,0
2010-08-31,Yorkdale-Glen Park (31),0,0
2009-02-22,Malvern East (146),2,0
2020-04-14,Yorkdale-Glen Park (31),1,0
2018-10-08,Humber Summit (21),0,0
2007-12-15,Mount Olive-Silverstone-Jamestown (2),3,0
2013-03-28,West Humber-Clairville (1),0,1
2006-04-01,York University Heights (27),0,0
2015-12-07,Black Creek (24),0,0
2010-03-17,West Humber-Clairville (1),0,0
2023-09-01,West Humber-Clairville (1),0,0
2020-10-31,West Humber-Clairville (1),2,0
2015-08-18,Black Creek (24),2,0
2011-07-06,Englemount-Lawrence (32),3,0
2023-12-09,Glenfield-Jane Heights (25),1,0
2022-09-08,Englemount-Lawrence (32),0,0
2013-11-25,West Humber-Clairville (1),3,0
2004-04-25,Englemount-Lawrence (32),1,0
2017-05-31,Englemount-Lawrence (32),1,0
2004-01-27,Regent Park (72),1,0
2010-02-16,Yorkdale-Glen Park (31),0,0
2007-07-23,Regent Park (72),1,0
2007-11-17,Black Creek (24),1,0
2021-01-03,West Humber-Clairville (1),1,0
2014-11-18,Black Creek (24),0,0
2011-07-03,Malvern East (146),0,0
2009-09-11,Englemount-Lawrence (32),1,0
2009-09-30,Malvern East (146),3,0
2023-08-18,Malvern East (146),1,0
2006-05-24,Mount Olive-Silverstone-Jamestown (2),0,1
2005-05-27,Malvern East (146),1,0
2018-04-25,West Humber-Clairville (1),1,0
2013-07-18,York University Heights (27),1,0
2014-04-11,Englemount-Lawrence (32),1,0
2023-08-16,Black Creek (24),3,0
2006-05-31,Englemount-Lawrence (32),0,0
2014-07-10,Englemount-Lawrence (32),3,0
2022-04-27,Englemount-Lawrence (32),6,0
2011-09-10,Yorkdale-Glen Park (31),0,1
2011-07-14,Malvern East (146),2,0
2011-06-14,Mount Olive-Silverstone-Jamestown (2),1,0
2021-11-30,York University Heights (27),2,0
2020-12-25,Mount Olive-Silverstone-Jamestown (2),2,1
2014-03-16,Glenfield-Jane Heights (25),1,0
2007-12-18,Black Creek (24),2,0
2008-11-23,York University Heights (27),1,0
2016-03-27,Regent Park (72),0,0
2014-10-13,Yorkdale-Glen Park (31),0,0
2012-04-15,Glenfield-Jane Heights (25),3,0
2011-04-27,West Humber-Clairville (1),0,0
2005-03-02,Yorkdale-Glen Park (31),0,0
2018-05-31,West Humber-Clairville (1),2,1
2007-07-19,Mount Olive-Silverstone-Jamestown (2),1,0
2014-12-15,Yorkdale-Glen Park (31),2,0
2015-12-08,Malvern East (146),1,1
2021-05-11,Humber Summit (21),1,1
2022-12-15,West Humber-Clairville (1),0,0
2008-09-18,Englemount-Lawrence (32),1,0
2019-09-05,West Humber-Clairville (1),1,0
2021-06-22,Mount Olive-Silverstone-Jamestown (2),1,1
2019-02-17,Yorkdale-Glen Park (31),0,0
2013-08-22,Mount Olive-Silverstone-Jamestown (2),2,0
2005-06-10,Yorkdale-Glen Park (31),0,0
2023-05-17,Yorkdale-Glen Park (31),1,0
2004-10-23,Black Creek (24),1,0
2009-06-21,Englemount-Lawrence (32),1,1
2021-10-20,Malvern East (146),1,0
2014-10-19,West Humber-Clairville (1),1,0
2009-06-30,Englemount-Lawrence (32),2,0
2018-12-01,Humber Summit (21),0,0
2010-11-11,West Humber-Clairville (1),1,0
2005-12-14,Mount Olive-Silverstone-Jamestown (2),1,0
2023-01-21,Glenfield-Jane Heights (25),0,0
2015-11-08,Yorkdale-Glen Park (31),2,0
2023-12-05,Glenfield-Jane Heights (25),0,0
2023-01-11,Regent Park (72),1,0
2010-09-14,Black Creek (24),2,0
2013-10-03,Yorkdale-Glen Park (31),0,0
2012-02-28,Yorkdale-Glen Park (31),3,0
2017-01-22,Yorkdale-Glen Park (31),1,0
2007-01-10,Englemount-Lawrence (32),2,0
2012-12-21,West Humber-Clairville (1),1,0
2005-12-01,Yorkdale-Glen Park (31),1,0
2012-04-02,Yorkdale-Glen Park (31),0,0
2018-02-20,Mount Olive-Silverstone-Jamestown (2),1,0
2017-01-18,Englemount-Lawrence (32),1,0
2021-11-17,Yorkdale-Glen Park (31),3,0
2013-03-15,Englemount-Lawrence (32),2,0
2006-11-14,Malvern East (146),0,0
2007-05-11,Humber Summit (21),2,0
2020-10-04,Black Creek (24),2,0
2020-06-13,Yorkdale-Glen Park (31),1,0
2023-06-29,Malvern East (146),1,0
2022-09-23,Englemount-Lawrence (32),0,0
2008-11-14,Englemount-Lawrence (32),0,1
2011-05-06,Black Creek (24),0,0
2006-06-08,Humber Summit (21),2,0
2020-01-15,Englemount-Lawrence (32),2,0
2007-12-14,Englemount-Lawrence (32),0,0
2013-06-24,Malvern East (146),1,0
2008-12-06,York University Heights (27),1,0
2013-11-12,Mount Olive-Silverstone-Jamestown (2),0,0
2019-08-03,Black Creek (24),1,0
2017-09-17,Humber Summit (21),2,0
2012-12-28,Regent Park (72),1,0
2005-04-06,Yorkdale-Glen Park (31),0,0
2016-12-21,Humber Summit (21),0,0
2004-06-28,Englemount-Lawrence (32),1,1
2017-07-12,Black Creek (24),1,0
2023-07-15,Humber Summit (21),3,0
2004-04-22,Malvern East (146),0,0
2007-10-12,Englemount-Lawrence (32),1,0
2020-11-25,Glenfield-Jane Heights (25),0,1
2010-05-27,Regent Park (72),2,0
2004-07-24,Humber Summit (21),0,0
2019-06-19,Mount Olive-Silverstone-Jamestown (2),0,0
2017-05-06,West Humber-Clairville (1),0,0
2019-06-03,Glenfield-Jane Heights (25),2,0
2017-07-07,Malvern East (146),0,0
2009-10-07,York University Heights (27),1,0
2010-11-03,Malvern East (146),2,0
2005-03-11,Malvern East (146),0,0
2016-05-20,Yorkdale-Glen Park (31),2,0
2007-11-30,Glenfield-Jane Heights (25),1,0
2013-12-06,Glenfield-Jane Heights (25),1,0
2009-05-14,Glenfield-Jane Heights (25),2,0
2006-05-11,Black Creek (24),3,0
2011-03-17,West Humber-Clairville (1),0,0
2009-08-24,Yorkdale-Glen Park (31),3,0
2013-11-27,Malvern East (146),1,0
2019-02-02,Humber Summit (21),2,0
2011-11-03,Glenfield-Jane Heights (25),0,0
2022-06-20,Englemount-Lawrence (32),0,0
2009-03-13,Black Creek (24),1,0
2023-08-17,York University Heights (27),3,0
2015-11-13,Regent Park (72),1,0
2018-08-25,Humber Summit (21),1,0
2016-01-31,Regent Park (72),1,0
2011-06-02,Malvern East (146),1,0
2015-08-17,West Humber-Clairville (1),0,1
2017-05-26,Regent Park (72),1,0
2013-02-20,Black Creek (24),0,0
2015-02-14,Humber Summit (21),1,0
2012-10-28,Black Creek (24),1,0
2005-05-10,Englemount-Lawrence (32),0,0
2022-12-29,Humber Summit (21),2,0
2012-09-19,West Humber-Clairville (1),2,0
2009-07-25,Mount Olive-Silverstone-Jamestown (2),0,0
2018-04-06,Yorkdale-Glen Park (31),0,0
2017-10-10,Mount Olive-Silverstone-Jamestown (2),3,1
2020-10-29,Black Creek (24),0,0
2008-08-10,Regent Park (72),2,0
2014-02-04,Yorkdale-Glen Park (31),1,1
2014-01-16,Englemount-Lawrence (32),1,0
2004-05-23,Black Creek (24),0,0
2019-09-01,Mount Olive-Silverstone-Jamestown (2),3,0
2008-10-09,Englemount-Lawrence (32),1,1
2021-10-16,Englemount-Lawrence (32),2,1
2014-11-25,Englemount-Lawrence (32),1,0
2007-01-18,Malvern East (146),1,0
2009-02-15,Regent Park (72),1,0
2005-02-18,Glenfield-Jane Heights (25),1,0
2009-08-26,Black Creek (24),1,0
2013-10-04,Black Creek (24),2,0
2013-09-09,Malvern East (146),0,1
2016-10-17,Malvern East (146),0,0
2013-02-25,Malvern East (146),1,0
2006-02-20,Mount Olive-Silverstone-Jamestown (2),1,0
2020-01-12,West Humber-Clairville (1),2,0
2019-10-06,Humber Summit (21),1,0
2020-12-06,Englemount-Lawrence (32),2,0
2018-01-30,Humber Summit (21),0,0
2007-02-24,West Humber-Clairville (1),4,1
2005-06-24,Yorkdale-Glen Park (31),3,0
2018-10-10,West Humber-Clairville (1),0,0
2009-02-25,York University Heights (27),1,0
2006-01-23,Humber Summit (21),0,0
2014-07-04,Englemount-Lawrence (32),0,0
2023-11-17,Mount Olive-Silverstone-Jamestown (2),1,0
2022-10-27,Humber Summit (21),2,0
2007-03-07,Glenfield-Jane Heights (25),0,0
2012-08-30,Regent Park (72),2,0
2006-08-05,Humber Summit (21),2,0
2011-05-29,York University Heights (27),2,0
2018-04-14,Mount Olive-Silverstone-Jamestown (2),0,0
2014-07-05,West Humber-Clairville (1),2,0
2014-07-04,Humber Summit (21),1,0
2015-07-29,Yorkdale-Glen Park (31),0,0
2010-01-25,Black Creek (24),0,0
2012-07-15,Black Creek (24),1,0
2009-02-02,Regent Park (72),0,0
2008-08-02,Glenfield-Jane Heights (25),1,0
2020-03-13,Glenfield-Jane Heights (25),1,1
2007-04-16,Yorkdale-Glen Park (31),0,0
2005-12-15,York University Heights (27),0,1
2016-12-12,Malvern East (146),2,0
2022-02-25,West Humber-Clairville (1),2,0
2022-10-27,Englemount-Lawrence (32),0,0
2009-09-08,Mount Olive-Silverstone-Jamestown (2),0,0
2014-09-12,York University Heights (27),0,0
2009-08-19,West Humber-Clairville (1),1,1
2015-06-14,Englemount-Lawrence (32),1,0
2013-06-01,Glenfield-Jane Heights (25),0,0
2014-09-10,Yorkdale-Glen Park (31),1,0
2023-09-17,Mount Olive-Silverstone-Jamestown (2),2,0
2005-11-20,Humber Summit (21),3,0
2014-04-13,York University Heights (27),0,0
2018-09-25,Glenfield-Jane Heights (25),0,0
2014-02-06,West Humber-Clairville (1),2,0
2005-12-21,Black Creek (24),2,0
2010-12-10,West Humber-Clairville (1),0,0
2013-07-11,Mount Olive-Silverstone-Jamestown (2),1,0
2017-08-31,Humber Summit (21),1,0
2007-12-17,Englemount-Lawrence (32),0,0
2014-05-17,Glenfield-Jane Heights (25),3,1
2022-10-11,West Humber-Clairville (1),2,0
2006-05-07,Black Creek (24),0,1
2006-09-10,Black Creek (24),1,0
2009-01-07,Yorkdale-Glen Park (31),3,0
2016-06-28,West Humber-Clairville (1),2,0
2014-07-04,Glenfield-Jane Heights (25),2,0
2004-10-29,Regent Park (72),2,0
2023-12-01,York University Heights (27),2,0
2018-05-24,Humber Summit (21),2,0
2013-08-03,West Humber-Clairville (1),0,0
2019-01-11,West Humber-Clairville (1),2,0
2006-07-17,Regent Park (72),1,0
2013-11-15,York University Heights (27),0,0
2010-09-28,West Humber-Clairville (1),0,0
2022-08-19,Regent Park (72),0,0
2012-01-10,Black Creek (24),2,0
2005-12-27,Yorkdale-Glen Park (31),1,0
2017-01-16,Malvern East (146),2,0
2008-08-20,West Humber-Clairville (1),0,0
2009-06-15,Humber Summit (21),0,0
2006-01-12,York University Heights (27),1,0
2023-04-12,Malvern East (146),0,0
2008-08-16,Yorkdale-Glen Park (31),2,0
2016-12-14,Regent Park (72),0,0
2007-11-24,Englemount-Lawrence (32),3,0
2020-03-29,Regent Park (72),2,0
2007-06-28,Humber Summit (21),1,0
2010-08-13,Yorkdale-Glen Park (31),3,0
2012-04-27,Humber Summit (21),1,0
2008-04-23,Yorkdale-Glen Park (31),0,0
2021-09-01,Mount Olive-Silverstone-Jamestown (2),2,0
2011-07-27,Humber Summit (21),0,1
2020-07-29,York University Heights (27),0,0
2017-04-17,York University Heights (27),2,0
2006-06-12,Black Creek (24),0,0
2008-08-25,Malvern East (146),2,0
2018-02-24,York University Heights (27),0,0
2005-04-16,Glenfield-Jane Heights (25),1,0
2008-05-22,Black Creek (24),1,0
2011-07-14,York University Heights (27),1,0
2020-05-14,Humber Summit (21),0,0
2008-01-27,Malvern East (146),0,0
2006-04-19,York University Heights (27),0,1
2006-12-26,Black Creek (24),1,0
2012-12-24,Black Creek (24),0,1
2012-02-12,Regent Park (72),0,0
2021-11-05,York University Heights (27),0,0
2013-07-17,Regent Park (72),3,0
2010-06-06,York University Heights (27),1,0
2018-12-02,Englemount-Lawrence (32),0,0
2010-05-29,Glenfield-Jane Heights (25),2,0
2011-07-09,Glenfield-Jane Heights (25),0,1
2014-05-13,West Humber-Clairville (1),1,0
2018-01-10,West Humber-Clairville (1),1,0
2005-10-21,Humber Summit (21),2,0
2023-05-23,Black Creek (24),0,0
2012-07-14,Black Creek (24),3,0
2009-11-17,Regent Park (72),2,0
2018-04-13,Glenfield-Jane Heights (25),1,0
2018-09-01,Malvern East (146),0,0
2010-05-06,West Humber-Clairville (1),1,0
2022-02-09,Humber Summit (21),1,0
2006-08-06,Mount Olive-Silverstone-Jamestown (2),1,0
2015-10-20,Regent Park (72),1,0
2014-12-31,Yorkdale-Glen Park (31),1,0
2011-07-13,Regent Park (72),1,0
2022-11-24,Glenfield-Jane Heights (25),2,0
2023-09-21,Regent Park (72),0,0
2021-04-04,Black Creek (24),4,0
2010-07-12,Regent Park (72),0,1
2008-11-09,Yorkdale-Glen Park (31),0,0
2012-04-22,Malvern East (146),0,0
2015-10-18,Black Creek (24),2,0
2014-07-29,Glenfield-Jane Heights (25),3,0
2019-04-15,Humber Summit (21),0,0
2004-12-29,Regent Park (72),1,0
2009-10-09,West Humber-Clairville (1),1,0
2013-06-25,Yorkdale-Glen Park (31),2,0
2017-06-30,Englemount-Lawrence (32),0,0
2022-03-06,Regent Park (72),1,0
2020-02-09,York University Heights (27),2,0
2015-01-31,Regent Park (72),0,0
2007-08-07,West Humber-Clairville (1),0,0
2006-06-16,York University Heights (27),2,0
2010-08-07,Black Creek (24),0,1
2004-06-09,Yorkdale-Glen Park (31),0,0
2005-01-28,Regent Park (72),0,0
2005-12-23,Englemount-Lawrence (32),3,0
2017-09-30,Glenfield-Jane Heights (25),2,0
2004-02-27,Malvern East (146),2,0
2012-04-22,West Humber-Clairville (1),0,0
2016-03-06,Humber Summit (21),1,0
2009-10-11,Mount Olive-Silverstone-Jamestown (2),2,0
2020-07-08,Regent Park (72),1,0
2004-05-11,Regent Park (72),0,0
2006-08-15,Regent Park (72),1,0
2010-01-07,West Humber-Clairville (1),1,0
2004-09-14,West Humber-Clairville (1),0,0
2020-03-26,York University Heights (27),1,0
2017-10-02,York University Heights (27),0,0
2009-11-13,Regent Park (72),2,0
2013-02-10,Mount Olive-Silverstone-Jamestown (2),0,0
2004-08-11,West Humber-Clairville (1),1,0
